<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.19	10:00:00	75047.48	75116.88	74958.57	75060.49	606	0	1400
2026.04.19	10:15:00	75071.30	75148.80	75022.78	75112.55	544	0	1400
2026.04.19	10:30:00	75107.00	75135.86	75075.44	75121.99	400	0	1400
2026.04.19	10:45:00	75117.50	75268.85	75070.74	75243.79	564	0	1400
2026.04.19	11:00:00	75243.88	75491.28	75233.46	75451.25	720	0	1400
2026.04.19	11:15:00	75439.43	75577.26	75375.66	75400.73	904	0	1400
2026.04.19	11:30:00	75404.91	75560.96	75393.90	75543.14	522	0	1400
2026.04.19	11:45:00	75536.77	75671.68	75513.69	75623.12	702	0	1400
2026.04.19	12:00:00	75636.68	75725.10	75531.81	75707.94	977	0	1400
2026.04.19	12:15:00	75714.24	75745.49	75534.17	75552.35	678	0	1400
2026.04.19	12:30:00	75545.75	75582.18	75454.73	75527.46	547	0	1400
2026.04.19	12:45:00	75528.10	75721.96	75494.86	75605.87	564	0	1400
2026.04.19	13:00:00	75605.63	75814.18	75579.30	75789.71	827	0	1400
2026.04.19	13:15:00	75799.31	76274.30	75753.96	76083.56	2013	0	1400
2026.04.19	13:30:00	76087.10	76152.07	75964.06	76069.12	769	0	1400
2026.04.19	13:45:00	76068.69	76075.77	75885.27	75954.66	674	0	1400
2026.04.19	14:00:00	75954.55	76055.27	75699.67	75816.26	1039	0	1400
2026.04.19	14:15:00	75823.45	76066.61	75777.46	75995.41	799	0	1400
2026.04.19	14:30:00	75997.67	76024.52	75817.97	76016.41	832	0	1400
2026.04.19	14:45:00	76014.55	76184.43	75969.87	76053.09	826	0	1400
2026.04.19	15:00:00	76055.03	76080.02	75908.60	76032.32	742	0	1400
2026.04.19	15:15:00	76029.98	76198.56	75908.57	75999.77	763	0	1400
2026.04.19	15:30:00	76002.48	76028.82	75419.93	75749.01	1625	0	1400
2026.04.19	15:45:00	75746.05	75914.56	75713.69	75884.40	931	0	1400
2026.04.19	16:00:00	75880.80	75892.90	75636.40	75708.10	1021	0	1400
2026.04.19	16:15:00	75707.99	75795.05	75575.18	75597.21	952	0	1400
2026.04.19	16:30:00	75597.32	75727.84	75520.64	75599.20	799	0	1400
2026.04.19	16:45:00	75586.22	75667.65	75315.30	75415.40	1416	0	1400
2026.04.19	17:00:00	75414.78	75418.43	75006.31	75296.86	1626	0	1400
2026.04.19	17:15:00	75288.97	75407.22	75190.35	75300.15	790	0	1400
2026.04.19	17:30:00	75301.65	75387.65	75099.09	75200.21	905	0	1400
2026.04.19	17:45:00	75201.41	75241.20	74644.65	74821.46	1816	0	1400
2026.04.19	18:00:00	74817.74	74943.50	74685.93	74859.62	1572	0	1400
2026.04.19	18:15:00	74865.45	74897.83	74606.26	74823.97	1173	0	1400
2026.04.19	18:30:00	74827.76	74846.38	74670.04	74727.86	865	0	1400
2026.04.19	18:45:00	74731.47	74827.89	74623.65	74800.02	808	0	1400
2026.04.19	19:00:00	74802.29	75020.40	74802.29	74983.86	822	0	1400
2026.04.19	19:15:00	74972.63	75062.58	74863.82	74968.50	725	0	1400
2026.04.19	19:30:00	74967.62	75107.75	74948.48	74988.76	679	0	1400
2026.04.19	19:45:00	74989.57	75055.99	74910.55	74979.00	522	0	1400
2026.04.19	20:00:00	74979.16	74983.24	74707.90	74823.99	884	0	1400
2026.04.19	20:15:00	74823.88	74830.81	74659.49	74781.83	655	0	1400
2026.04.19	20:30:00	74790.55	74897.70	74474.25	74566.00	778	0	1400
2026.04.19	20:45:00	74571.36	74752.33	74439.30	74664.00	1098	0	1400
2026.04.19	21:00:00	74666.99	74772.15	74586.41	74705.37	687	0	1400
2026.04.19	21:15:00	74700.72	74803.44	74596.89	74773.06	593	0	1400
2026.04.19	21:30:00	74770.38	74843.52	74743.53	74771.53	495	0	1400
2026.04.19	21:45:00	74766.64	74836.42	74384.30	74448.49	1427	0	1400
2026.04.19	22:00:00	74449.95	74455.07	73830.36	74051.43	4263	0	1400
2026.04.19	22:15:00	74045.15	74096.23	73782.62	73971.02	2038	0	1400
2026.04.19	22:30:00	73970.57	74205.99	73945.98	74153.51	1044	0	1400
2026.04.19	22:45:00	74152.83	74234.48	74050.11	74064.35	818	0	1400
2026.04.19	23:00:00	74067.65	74086.00	73837.78	74043.74	1075	0	1400
2026.04.19	23:15:00	74038.17	74038.17	73814.83	73912.26	940	0	1400
2026.04.19	23:30:00	73915.10	73990.55	73842.24	73927.41	904	0	1400
2026.04.19	23:45:00	73925.05	74014.69	73805.83	73824.44	708	0	1400
2026.04.20	00:00:00	73827.01	74248.61	73726.86	74064.61	1596	0	1400
2026.04.20	00:15:00	74064.39	74310.97	74063.67	74256.82	1024	0	1400
2026.04.20	00:30:00	74255.54	74304.95	74163.97	74200.48	660	0	1400
2026.04.20	00:45:00	74201.04	74395.46	74192.95	74296.83	675	0	1400
2026.04.20	01:00:00	74296.38	74397.22	74248.97	74380.81	826	0	1400
2026.04.20	01:15:00	74380.27	74398.19	74229.18	74321.02	591	0	1400
2026.04.20	01:30:00	74321.11	74743.40	74315.43	74703.00	1117	0	1400
2026.04.20	01:45:00	74704.22	74776.19	74581.64	74617.07	660	0	1400
2026.04.20	02:00:00	74614.59	74662.18	74364.95	74426.60	695	0	1400
2026.04.20	02:15:00	74426.44	74511.45	74319.93	74481.43	674	0	1400
2026.04.20	02:30:00	74486.35	74555.01	74425.51	74541.46	632	0	1400
2026.04.20	02:45:00	74545.68	74546.02	74431.63	74438.21	474	0	1400
2026.04.20	03:00:00	74436.23	74523.00	74377.93	74515.52	470	0	1400
2026.04.20	03:15:00	74524.91	74631.76	74419.84	74541.99	571	0	1400
2026.04.20	03:30:00	74543.20	74617.95	74478.53	74594.66	525	0	1400
2026.04.20	03:45:00	74596.49	74672.02	74566.24	74664.03	612	0	1400
2026.04.20	04:00:00	74666.90	74671.79	74526.01	74541.11	530	0	1400
2026.04.20	04:15:00	74544.71	74554.00	74462.41	74531.92	431	0	1400
2026.04.20	04:30:00	74529.59	74556.32	74452.99	74485.25	359	0	1400
2026.04.20	04:45:00	74483.44	74639.81	74483.44	74584.40	454	0	1400
2026.04.20	05:00:00	74585.67	74585.67	74285.09	74382.78	586	0	1400
2026.04.20	05:15:00	74381.58	74381.58	74146.90	74164.11	584	0	1400
2026.04.20	05:30:00	74165.60	74258.41	74130.40	74146.31	601	0	1400
2026.04.20	05:45:00	74145.56	74332.16	74115.37	74290.18	476	0	1400
2026.04.20	06:00:00	74288.21	74473.26	74278.43	74334.74	594	0	1400
2026.04.20	06:15:00	74333.25	74436.30	74272.67	74364.17	526	0	1400
2026.04.20	06:30:00	74366.50	74916.81	74366.50	74809.54	1009	0	1400
2026.04.20	06:45:00	74809.90	74860.84	74683.69	74825.98	939	0	1400
2026.04.20	07:00:00	74830.82	74900.67	74717.91	74823.06	935	0	1400
2026.04.20	07:15:00	74823.72	75602.93	74750.70	75248.61	2452	0	1400
2026.04.20	07:30:00	75244.00	75280.68	74865.71	74954.56	1325	0	1400
2026.04.20	07:45:00	74961.24	75040.97	74677.98	74858.37	1085	0	1400
2026.04.20	08:00:00	74859.80	74902.01	74676.95	74850.35	1008	0	1400
2026.04.20	08:15:00	74848.89	75030.16	74728.30	74844.32	1105	0	1400
2026.04.20	08:30:00	74848.77	74965.89	74770.44	74848.78	656	0	1400
2026.04.20	08:45:00	74855.14	74893.52	74622.68	74757.70	787	0	1400
2026.04.20	09:00:00	74758.00	75113.26	74718.32	75065.16	1046	0	1400
2026.04.20	09:15:00	75065.41	75186.79	75016.54	75059.85	778	0	1400
2026.04.20	09:30:00	75061.13	75230.98	74996.25	75188.43	809	0	1400
2026.04.20	09:45:00	75184.48	75264.10	75042.05	75094.59	815	0	1400
2026.04.20	10:00:00	75096.16	75399.17	75092.87	75362.00	812	0	1400
2026.04.20	10:15:00	75360.00	75437.61	75286.82	75335.49	742	0	1400
2026.04.20	10:30:00	75332.29	75332.29	75168.45	75195.87	621	0	1400
2026.04.20	10:45:00	75197.53	75231.38	75021.83	75059.34	606	0	1400
2026.04.20	11:00:00	75054.56	75212.05	74968.09	75195.83	749	0	1400
2026.04.20	11:15:00	75195.07	75299.51	75080.66	75192.17	709	0	1400
2026.04.20	11:30:00	75187.34	75308.83	75102.81	75246.53	836	0	1400
2026.04.20	11:45:00	75245.41	75306.46	75169.78	75208.51	648	0	1400
2026.04.20	12:00:00	75214.20	75430.30	75094.85	75368.14	962	0	1400
2026.04.20	12:15:00	75365.71	75683.35	75316.25	75434.25	1159	0	1400
2026.04.20	12:30:00	75434.83	75497.75	75026.72	75228.57	1090	0	1400
2026.04.20	12:45:00	75228.60	75410.61	75228.60	75315.99	840	0	1400
2026.04.20	13:00:00	75321.32	75389.54	75141.56	75260.71	1269	0	1400
2026.04.20	13:15:00	75260.85	75309.77	75020.78	75224.32	930	0	1400
2026.04.20	13:30:00	75217.68	75457.44	74869.90	75258.01	3064	0	1400
2026.04.20	13:45:00	75255.86	75357.68	74994.99	75299.52	2427	0	1400
2026.04.20	14:00:00	75292.47	75344.11	75061.64	75114.46	2124	0	1400
2026.04.20	14:15:00	75112.66	75811.92	75070.67	75606.36	2521	0	1400
2026.04.20	14:30:00	75605.97	75710.56	75228.48	75366.83	2240	0	1400
2026.04.20	14:45:00	75363.23	75479.31	74947.14	75078.86	2819	0	1400
2026.04.20	15:00:00	75068.25	75116.98	74724.31	75088.65	2325	0	1400
2026.04.20	15:15:00	75088.55	75813.75	75060.36	75786.62	2857	0	1400
2026.04.20	15:30:00	75774.61	75774.61	75544.96	75618.27	1679	0	1400
2026.04.20	15:45:00	75622.58	75771.54	75561.92	75738.48	1215	0	1400
2026.04.20	16:00:00	75745.60	75756.41	75434.03	75448.69	1183	0	1400
2026.04.20	16:15:00	75455.48	75555.95	75348.94	75385.57	1197	0	1400
2026.04.20	16:30:00	75385.89	75607.13	75325.55	75513.80	1079	0	1400
2026.04.20	16:45:00	75515.17	75598.52	75314.02	75377.22	824	0	1400
2026.04.20	17:00:00	75368.44	75726.39	75304.74	75671.84	1299	0	1400
2026.04.20	17:15:00	75661.81	75919.48	75625.10	75742.49	1069	0	1400
2026.04.20	17:30:00	75740.15	75886.87	75630.72	75782.90	1140	0	1400
2026.04.20	17:45:00	75785.20	76043.63	75721.76	75927.42	862	0	1400
2026.04.20	18:00:00	75935.47	76351.04	75935.47	76297.47	1707	0	1400
2026.04.20	18:15:00	76297.66	76352.14	76102.55	76141.93	1114	0	1400
2026.04.20	18:30:00	76141.20	76309.40	76015.34	76195.71	1034	0	1400
2026.04.20	18:45:00	76190.46	76499.17	76121.56	76451.46	1116	0	1400
2026.04.20	19:00:00	76454.95	76514.09	76326.37	76375.52	965	0	1400
2026.04.20	19:15:00	76378.86	76381.85	76197.89	76229.66	645	0	1400
2026.04.20	19:30:00	76223.73	76291.07	76170.24	76280.63	540	0	1400
2026.04.20	19:45:00	76277.21	76364.00	76236.25	76318.93	543	0	1400
2026.04.20	20:00:00	76317.68	76410.75	76148.77	76365.27	707	0	1400
2026.04.20	20:15:00	76362.19	76614.29	76330.09	76350.51	806	0	1400
2026.04.20	20:30:00	76350.85	76350.85	76244.46	76284.85	480	0	1400
2026.04.20	20:45:00	76284.77	76356.15	76266.44	76318.73	379	0	1400
2026.04.20	21:00:00	76318.61	76409.00	75940.98	76030.80	757	0	1400
2026.04.20	21:15:00	76030.88	76079.47	75872.51	75962.55	619	0	1400
2026.04.20	21:30:00	75962.46	75978.39	75793.68	75918.52	579	0	1400
2026.04.20	21:45:00	75918.60	75998.82	75892.57	75982.77	504	0	1400
2026.04.20	22:00:00	75981.30	76183.85	75977.61	76101.43	773	0	1400
2026.04.20	22:15:00	76095.67	76149.24	75923.58	75952.97	630	0	1400
2026.04.20	22:30:00	75947.03	76100.41	75916.17	76015.84	653	0	1400
2026.04.20	22:45:00	76015.19	76028.57	75945.67	76004.72	439	0	1400
2026.04.20	23:00:00	75996.78	75996.78	75735.18	75779.86	731	0	1400
2026.04.20	23:15:00	75770.58	75791.36	75640.46	75692.79	521	0	1400
2026.04.20	23:30:00	75696.42	75838.48	75649.12	75807.28	472	0	1400
2026.04.20	23:45:00	75807.36	75913.15	75773.19	75868.18	463	0	1400
2026.04.21	00:00:00	75868.91	75955.68	75718.36	75898.12	713	0	1400
2026.04.21	00:15:00	75897.08	75959.20	75829.62	75922.51	629	0	1400
2026.04.21	00:30:00	75923.46	76020.89	75878.14	75915.47	569	0	1400
2026.04.21	00:45:00	75903.90	76123.02	75901.02	76119.86	874	0	1400
2026.04.21	01:00:00	76114.62	76292.67	76048.22	76155.99	680	0	1400
2026.04.21	01:15:00	76152.80	76169.91	76010.37	76148.67	627	0	1400
2026.04.21	01:30:00	76152.77	76256.58	76014.04	76087.63	645	0	1400
2026.04.21	01:45:00	76092.51	76103.84	75874.11	75957.21	603	0	1400
2026.04.21	02:00:00	75956.85	75963.88	75722.19	75753.83	650	0	1400
2026.04.21	02:15:00	75750.26	75820.84	75699.66	75742.83	501	0	1400
2026.04.21	02:30:00	75741.69	75829.44	75612.93	75638.58	606	0	1400
2026.04.21	02:45:00	75642.61	75699.36	75589.15	75607.18	466	0	1400
2026.04.21	03:00:00	75610.03	75665.68	75502.86	75591.97	695	0	1400
2026.04.21	03:15:00	75589.26	75694.38	75520.22	75659.53	522	0	1400
2026.04.21	03:30:00	75662.05	75745.72	75510.53	75582.63	486	0	1400
2026.04.21	03:45:00	75582.52	75752.10	75569.93	75728.89	461	0	1400
2026.04.21	04:00:00	75724.89	75793.95	75634.64	75636.55	510	0	1400
2026.04.21	04:15:00	75636.94	75742.05	75620.23	75652.80	502	0	1400
2026.04.21	04:30:00	75656.10	75758.80	75640.62	75748.80	406	0	1400
2026.04.21	04:45:00	75750.14	75859.83	75706.77	75840.48	410	0	1400
2026.04.21	05:00:00	75835.43	76004.20	75818.76	75924.24	516	0	1400
2026.04.21	05:15:00	75923.90	76021.82	75867.45	75930.03	501	0	1400
2026.04.21	05:30:00	75919.38	75927.37	75846.97	75871.17	429	0	1400
2026.04.21	05:45:00	75867.22	75868.85	75795.08	75826.07	417	0	1400
2026.04.21	06:00:00	75819.95	75847.92	75746.68	75802.60	445	0	1400
2026.04.21	06:15:00	75803.99	75830.46	75722.96	75781.60	373	0	1400
2026.04.21	06:30:00	75781.44	76157.56	75778.06	76027.37	808	0	1400
2026.04.21	06:45:00	76036.47	76075.73	75984.22	76002.22	440	0	1400
2026.04.21	07:00:00	76001.33	76019.48	75831.72	75974.96	677	0	1400
2026.04.21	07:15:00	75977.82	76343.67	75952.27	76206.80	860	0	1400
2026.04.21	07:30:00	76210.69	76343.51	76041.57	76225.85	743	0	1400
2026.04.21	07:45:00	76222.23	76328.66	76106.15	76113.38	581	0	1400
2026.04.21	08:00:00	76114.80	76242.06	76082.58	76149.37	710	0	1400
2026.04.21	08:15:00	76146.60	76414.08	76139.32	76364.83	665	0	1400
2026.04.21	08:30:00	76366.75	76527.97	76269.76	76472.33	608	0	1400
2026.04.21	08:45:00	76471.88	76958.40	76442.92	76532.35	1316	0	1400
2026.04.21	09:00:00	76530.90	76614.42	76368.99	76502.21	840	0	1400
2026.04.21	09:15:00	76505.86	76559.85	76219.28	76281.99	719	0	1400
2026.04.21	09:30:00	76283.68	76356.19	76172.84	76341.66	786	0	1400
2026.04.21	09:45:00	76338.70	76405.83	76267.73	76388.46	708	0	1400
2026.04.21	10:00:00	76390.77	76530.59	76370.30	76462.17	646	0	1400
2026.04.21	10:15:00	76455.97	76611.43	76393.51	76544.75	707	0	1400
2026.04.21	10:30:00	76541.38	76642.67	76487.39	76593.79	516	0	1400
2026.04.21	10:45:00	76590.88	76902.31	76570.90	76775.50	1037	0	1400
2026.04.21	11:00:00	76775.31	76793.65	76361.30	76437.40	1242	0	1400
2026.04.21	11:15:00	76437.67	76764.62	76357.48	76697.19	756	0	1400
2026.04.21	11:30:00	76697.02	76720.41	76485.41	76510.12	658	0	1400
2026.04.21	11:45:00	76511.10	76527.14	76426.63	76477.22	521	0	1400
2026.04.21	12:00:00	76484.26	76518.94	76277.75	76277.75	750	0	1400
2026.04.21	12:15:00	76280.58	76414.00	76262.01	76394.91	654	0	1400
2026.04.21	12:30:00	76390.00	76558.19	75699.33	75850.93	1733	0	1400
2026.04.21	12:45:00	75854.35	76091.33	75758.45	76036.73	1147	0	1400
2026.04.21	13:00:00	76038.96	76110.97	75912.45	76012.01	806	0	1400
2026.04.21	13:15:00	76011.82	76168.26	75981.75	76059.66	786	0	1400
2026.04.21	13:30:00	76057.09	76209.05	75743.06	76025.55	2575	0	1400
2026.04.21	13:45:00	76023.65	76079.30	75786.32	75924.26	1591	0	1400
2026.04.21	14:00:00	75927.81	75948.64	75713.07	75857.20	1383	0	1400
2026.04.21	14:15:00	75858.80	76348.93	75858.79	76133.36	1772	0	1400
2026.04.21	14:30:00	76131.19	76627.19	76124.12	76481.96	1980	0	1400
2026.04.21	14:45:00	76478.15	76502.85	75621.95	75687.87	2021	0	1400
2026.04.21	15:00:00	75687.01	75867.25	75424.71	75791.54	2647	0	1400
2026.04.21	15:15:00	75789.91	76002.74	75606.20	75706.59	1698	0	1400
2026.04.21	15:30:00	75695.79	75832.91	75530.33	75708.44	1393	0	1400
2026.04.21	15:45:00	75703.17	75851.94	75620.80	75848.15	1331	0	1400
2026.04.21	16:00:00	75850.19	76023.21	75822.24	75974.78	1511	0	1400
2026.04.21	16:15:00	75978.03	76002.18	75845.75	75875.49	1026	0	1400
2026.04.21	16:30:00	75872.84	76209.43	75844.20	75906.97	1220	0	1400
2026.04.21	16:45:00	75905.08	76061.15	75756.54	75791.36	987	0	1400
2026.04.21	17:00:00	75774.84	75840.47	75449.34	75563.60	1762	0	1400
2026.04.21	17:15:00	75556.91	75566.82	75061.86	75333.18	1892	0	1400
2026.04.21	17:30:00	75333.38	75926.87	75283.18	75770.88	2428	0	1400
2026.04.21	17:45:00	75768.78	75842.38	75514.35	75559.24	1231	0	1400
2026.04.21	18:00:00	75560.23	75655.19	75492.49	75593.15	926	0	1400
2026.04.21	18:15:00	75596.12	75679.67	75374.82	75469.65	1402	0	1400
2026.04.21	18:30:00	75472.93	75612.10	75469.00	75533.95	846	0	1400
2026.04.21	18:45:00	75533.60	75656.61	75310.87	75616.11	1530	0	1400
2026.04.21	19:00:00	75603.13	75809.96	75574.55	75620.09	1262	0	1400
2026.04.21	19:15:00	75632.90	75936.56	75546.97	75800.64	1221	0	1400
2026.04.21	19:30:00	75802.27	75808.53	74827.56	74878.88	2099	0	1400
2026.04.21	19:45:00	74878.85	75104.76	74824.77	75027.32	1838	0	1400
2026.04.21	20:00:00	75029.79	75637.13	74980.00	75577.99	2149	0	1400
2026.04.21	20:15:00	75579.58	75799.70	75450.58	75669.48	1160	0	1400
2026.04.21	20:30:00	75673.82	75870.88	75670.34	75686.74	821	0	1400
2026.04.21	20:45:00	75686.70	75793.33	75588.34	75712.46	630	0	1400
2026.04.21	21:00:00	75708.33	75789.78	75550.42	75582.21	536	0	1400
2026.04.21	21:15:00	75582.23	75698.06	75555.79	75600.41	445	0	1400
2026.04.21	21:30:00	75602.76	75660.93	75465.44	75465.44	540	0	1400
2026.04.21	21:45:00	75470.23	75602.52	75470.23	75552.23	415	0	1400
2026.04.21	22:00:00	75548.24	75613.68	75495.87	75565.50	821	0	1400
2026.04.21	22:15:00	75555.15	75558.41	75302.79	75383.80	682	0	1400
2026.04.21	22:30:00	75389.15	75572.25	75316.13	75531.14	603	0	1400
2026.04.21	22:45:00	75530.07	75667.40	75499.63	75655.39	490	0	1400
2026.04.21	23:00:00	75643.63	75881.21	75630.27	75793.91	716	0	1400
2026.04.21	23:15:00	75791.71	75887.23	75762.02	75790.95	598	0	1400
2026.04.21	23:30:00	75792.92	76162.45	75792.45	76092.23	675	0	1400
2026.04.21	23:45:00	76095.58	76454.70	76086.27	76348.32	1093	0	1400
2026.04.22	00:00:00	76352.98	76529.34	76322.10	76418.29	1044	0	1400
2026.04.22	00:15:00	76418.02	76452.65	76255.49	76281.19	813	0	1400
2026.04.22	00:30:00	76281.49	76425.23	76223.87	76354.36	699	0	1400
2026.04.22	00:45:00	76354.52	76390.73	76249.95	76381.88	637	0	1400
2026.04.22	01:00:00	76380.58	76442.18	76289.73	76395.83	728	0	1400
2026.04.22	01:15:00	76399.66	76402.25	76148.95	76177.28	765	0	1400
2026.04.22	01:30:00	76172.16	76293.08	76144.97	76251.39	480	0	1400
2026.04.22	01:45:00	76250.84	76367.47	76210.38	76318.95	534	0	1400
2026.04.22	02:00:00	76319.05	76896.45	76223.49	76746.11	1251	0	1400
2026.04.22	02:15:00	76749.07	77281.12	76749.07	77249.29	1902	0	1400
2026.04.22	02:30:00	77248.93	77367.48	77085.64	77261.23	1428	0	1400
2026.04.22	02:45:00	77261.13	77665.07	77155.64	77609.22	1473	0	1400
2026.04.22	03:00:00	77617.72	77753.48	77466.83	77618.40	1474	0	1400
2026.04.22	03:15:00	77608.05	77620.72	77425.27	77534.95	912	0	1400
2026.04.22	03:30:00	77536.63	77597.78	77413.42	77587.15	616	0	1400
2026.04.22	03:45:00	77588.58	77646.38	77501.54	77539.20	675	0	1400
2026.04.22	04:00:00	77538.20	77645.39	77477.42	77502.08	666	0	1400
2026.04.22	04:15:00	77499.67	77527.33	77375.56	77513.71	642	0	1400
2026.04.22	04:30:00	77521.54	77722.68	77477.94	77565.85	657	0	1400
2026.04.22	04:45:00	77572.43	77606.93	77459.34	77531.67	601	0	1400
2026.04.22	05:00:00	77521.18	77604.00	77447.30	77547.04	614	0	1400
2026.04.22	05:15:00	77550.87	78480.94	77531.87	78258.15	2359	0	1400
2026.04.22	05:30:00	78262.71	78368.71	78006.42	78127.52	1166	0	1400
2026.04.22	05:45:00	78127.69	78227.57	77946.07	77978.18	1021	0	1400
2026.04.22	06:00:00	77976.08	78020.51	77891.66	77957.35	698	0	1400
2026.04.22	06:15:00	77960.17	78050.85	77915.64	77980.87	580	0	1400
2026.04.22	06:30:00	77979.83	78025.32	77901.51	77967.62	634	0	1400
2026.04.22	06:45:00	77966.61	78028.00	77933.40	78005.63	475	0	1400
2026.04.22	07:00:00	78004.32	78138.05	77968.55	78101.16	654	0	1400
2026.04.22	07:15:00	78106.38	78116.57	77823.61	77907.46	750	0	1400
2026.04.22	07:30:00	77897.27	78075.59	77847.61	78069.77	549	0	1400
2026.04.22	07:45:00	78067.62	78123.48	77972.61	78026.22	631	0	1400
2026.04.22	08:00:00	78027.59	78182.30	78021.58	78149.28	697	0	1400
2026.04.22	08:15:00	78150.75	78219.89	77978.25	77978.25	760	0	1400
2026.04.22	08:30:00	77978.15	78039.36	77947.75	77948.94	683	0	1400
2026.04.22	08:45:00	77950.25	78083.22	77939.35	78011.87	531	0	1400
2026.04.22	09:00:00	78010.06	78111.64	77954.31	78048.07	817	0	1400
2026.04.22	09:15:00	78046.56	78173.06	77963.64	78162.31	531	0	1400
2026.04.22	09:30:00	78162.23	78197.98	78052.79	78148.42	549	0	1400
2026.04.22	09:45:00	78146.85	78150.19	77983.94	78005.33	588	0	1400
2026.04.22	10:00:00	78008.89	78063.03	77951.53	78043.49	597	0	1400
2026.04.22	10:15:00	78047.36	78087.61	77977.95	78071.25	531	0	1400
2026.04.22	10:30:00	78070.36	78189.96	78065.80	78131.07	534	0	1400
2026.04.22	10:45:00	78131.16	78190.78	78089.13	78161.65	460	0	1400
2026.04.22	11:00:00	78168.57	78307.30	78110.89	78163.66	823	0	1400
2026.04.22	11:15:00	78165.38	78337.72	78165.38	78327.18	578	0	1400
2026.04.22	11:30:00	78328.91	78430.13	78194.21	78225.51	786	0	1400
2026.04.22	11:45:00	78231.55	78340.61	78227.22	78315.29	578	0	1400
2026.04.22	12:00:00	78316.35	78491.34	78239.26	78432.42	845	0	1400
2026.04.22	12:15:00	78432.45	78554.66	78165.57	78200.50	1013	0	1400
2026.04.22	12:30:00	78198.66	78307.36	78128.82	78213.03	856	0	1400
2026.04.22	12:45:00	78214.34	78368.57	78199.33	78252.55	671	0	1400
2026.04.22	13:00:00	78253.07	78476.27	78184.40	78395.01	1071	0	1400
2026.04.22	13:15:00	78396.83	78534.12	78365.92	78496.37	1144	0	1400
2026.04.22	13:30:00	78497.92	78718.73	78297.28	78638.89	2605	0	1400
2026.04.22	13:45:00	78631.64	78882.96	78546.78	78871.48	2128	0	1400
