trade_number,row_id,predicted_class,true_class,max_confidence,entry_price,future_return,spread_return,raw_trade_return,effective_raw_return,exit_reason,position_notional_usd,margin_required_usd,dynamic_sl_amount_usd,dynamic_tp_amount_usd,dynamic_sl_return,dynamic_tp_return,fee_cost,pnl,balance_before,balance_after,peak_balance,drawdown_pct,win_after_exit
76,2026-04-22 13:30:00,1,1,0.8408394143832328,1.1,0.0028127749986428,0.0001783947176814,0.0026343802809614,0.0026343802809614,final_horizon,1100.0,0.55,3.845364075169075,7.69072815033815,0.003495785522880977,0.006991571045761954,0.0,2.89781830905754,38.45364075169075,41.35145906074829,41.35145906074829,0.0,True
77,2026-04-22 13:32:00,1,1,0.9444236024544488,1.1,0.0039442336100432,0.0001785471288537,0.0037656864811895,0.0037656864811895,final_horizon,1100.0,0.55,4.135145906074829,8.270291812149658,0.003759223550977117,0.007518447101954234,0.0,4.14225512930845,41.35145906074829,45.49371419005674,45.49371419005674,0.0,True
78,2026-04-22 13:33:00,1,0,0.5769543294470428,1.1,0.0010266846336477,0.0001782438600082,0.0008484407736395,0.0008484407736395,final_horizon,1100.0,0.55,4.549371419005674,9.098742838011349,0.004135792199096068,0.008271584398192136,0.0,0.93328485100345,45.49371419005674,46.42699904106019,46.42699904106019,0.0,True
79,2026-04-22 13:34:00,1,1,0.8766080269797968,1.1,0.0026172449129271,0.0001784166566732,0.0024388282562539,0.0024388282562539,final_horizon,1100.0,0.55,4.64269990410602,9.28539980821204,0.004220636276460018,0.008441272552920036,0.0,2.6827110818792903,46.42699904106019,49.10971012293948,49.10971012293948,0.0,True
80,2026-04-22 13:35:00,1,1,0.8459125138262189,1.1,0.0039973857013277,0.0001786769254448,0.0038187087758829,0.0038187087758829,final_horizon,1100.0,0.55,4.910971012293949,9.821942024587898,0.004464519102085408,0.008929038204170816,0.0,4.20057965347119,49.10971012293948,53.31028977641067,53.31028977641067,0.0,True
81,2026-04-22 13:36:00,1,1,0.8177894949274161,1.1,0.0045926767604889,0.0001786984092905,0.0044139783511984,0.0044139783511984,final_horizon,1100.0,0.55,5.3310289776410675,10.662057955282135,0.004846389979673698,0.009692779959347395,0.0,4.85537618631824,53.31028977641067,58.16566596272891,58.16566596272891,0.0,True
82,2026-04-22 13:38:00,1,1,0.6305228081011192,1.1,0.0042667328958401,0.0001784923819451,0.004088240513894999,0.004088240513894999,final_horizon,1100.0,0.55,5.816566596272891,11.633133192545783,0.005287787814793538,0.010575575629587075,0.0,4.497064565284499,58.16566596272891,62.662730528013405,62.662730528013405,0.0,True
83,2026-04-22 13:39:00,1,1,0.6143336870391882,1.1,0.0039894306786874,0.000178423887492,0.0038110067911954,0.0038110067911954,final_horizon,1100.0,0.55,6.266273052801341,12.532546105602682,0.0056966118661830375,0.011393223732366075,0.0,4.19210747031494,62.662730528013405,66.85483799832835,66.85483799832835,0.0,True
84,2026-04-22 13:45:00,1,1,0.7651515696178546,1.1,0.0016476827991422,0.0001778943409268,0.0014697884582154,0.0014697884582154,final_horizon,1100.0,0.55,6.685483799832835,13.37096759966567,0.006077712545302577,0.012155425090605155,0.0,1.61676730403694,66.85483799832835,68.47160530236529,68.47160530236529,0.0,True
85,2026-04-22 13:46:00,1,1,0.8382096412470296,1.1,0.0032560816974951,0.0001779835380483,0.0030780981594468,0.0030780981594468,final_horizon,1100.0,0.55,6.847160530236529,13.694321060473058,0.0062246913911241175,0.012449382782248235,0.0,3.38590797539148,68.47160530236529,71.85751327775677,71.85751327775677,0.0,True
86,2026-04-22 13:47:00,1,1,0.7068853694092561,1.1,0.0020973085091273,0.0001778456640083,0.0019194628451190002,0.0019194628451190002,final_horizon,1100.0,0.55,7.185751327775677,14.371502655551353,0.006532501207068797,0.013065002414137593,0.0,2.1114091296309003,71.85751327775677,73.96892240738767,73.96892240738767,0.0,True
87,2026-04-22 13:48:00,1,1,0.7917118126408473,1.1,0.0035664355943016,0.000178061047467,0.0033883745468345997,0.0033883745468345997,final_horizon,1100.0,0.55,7.396892240738767,14.793784481477534,0.006724447491580697,0.013448894983161394,0.0,3.7272120015180596,73.96892240738767,77.69613440890572,77.69613440890572,0.0,True
88,2026-04-22 13:49:00,1,1,0.6609682345183914,1.1,0.0029047944806743,0.0001779509155447,0.0027268435651296,0.0027268435651296,final_horizon,1100.0,0.55,7.769613440890573,15.539226881781145,0.007063284946264157,0.014126569892528314,0.0,2.9995279216425597,77.69613440890572,80.69566233054827,80.69566233054827,0.0,True
89,2026-04-22 13:50:00,1,0,0.6729623886758587,1.1,0.0013816480929977,0.0001779655285855,0.0012036825644122,0.0012036825644122,final_horizon,1100.0,0.55,8.069566233054827,16.139132466109654,0.007335969302777115,0.01467193860555423,0.0,1.3240508208534199,80.69566233054827,82.01971315140169,82.01971315140169,0.0,True
90,2026-04-22 13:51:00,1,1,0.5665964908133144,1.1,0.0018802070031929,0.0001778814572557,0.0017023255459372,0.0017023255459372,final_horizon,1100.0,0.55,8.201971315140169,16.403942630280337,0.007456337559218335,0.01491267511843667,0.0,1.87255810053092,82.01971315140169,83.89227125193261,83.89227125193261,0.0,True
91,2026-04-22 13:56:00,-1,1,0.585410952191554,1.1,0.0021605085871718,0.0001775899496266,-0.0023380985367984003,-0.0023380985367984003,final_horizon,1100.0,0.55,8.389227125193262,16.778454250386524,0.007626570113812056,0.015253140227624112,0.0,-2.5719083904782405,83.89227125193261,81.32036286145437,83.89227125193261,-3.0657274527169194,False
92,2026-04-22 13:59:00,-1,1,0.5636515111371919,1.1,0.0027892211481261,0.0001775039596061,-0.0029667251077322002,-0.0029667251077322002,final_horizon,1100.0,0.55,8.132036286145437,16.264072572290875,0.007392760260132216,0.014785520520264432,0.0,-3.26339761850542,81.32036286145437,78.05696524294895,83.89227125193261,-6.955713466691055,False
93,2026-04-22 14:00:00,1,1,0.9581272144851755,1.1,0.0029627770919671,0.0001776017096448,0.0027851753823223,0.0027851753823223,final_horizon,1100.0,0.55,7.805696524294895,15.61139304858979,0.007096087749358995,0.01419217549871799,0.0,3.06369292055453,78.05696524294895,81.12065816350348,83.89227125193261,-3.303776435025635,True
94,2026-04-22 14:01:00,1,0,0.8225742616519022,1.1,0.0009226373463728,0.0001774058899769,0.0007452314563959001,0.0007452314563959001,final_horizon,1100.0,0.55,8.112065816350349,16.224131632700697,0.007374605287591226,0.014749210575182452,0.0,0.8197546020354901,81.12065816350348,81.94041276553897,83.89227125193261,-2.326624917010674,True
95,2026-04-22 14:02:00,1,0,0.8904855418567501,1.1,0.0006339605075944,0.0001774734474369,0.00045648706015750007,0.00045648706015750007,final_horizon,1100.0,0.55,8.194041276553897,16.388082553107793,0.007449128433230815,0.01489825686646163,0.0,0.5021357661732501,81.94041276553897,82.44254853171222,83.89227125193261,-1.728076613716661,True
96,2026-04-22 14:03:00,1,0,0.7778422785476956,1.1,-0.0005515484227704,0.0001774282610015,-0.0007289766837719,-0.0007289766837719,final_horizon,1100.0,0.55,8.244254853171222,16.488509706342445,0.007494777139246566,0.014989554278493132,0.0,-0.80187435214909,82.44254853171222,81.64067417956313,83.89227125193261,-2.683914785913736,False
97,2026-04-22 14:04:00,1,0,0.81034113904164,1.1,-0.0007571426344432,0.0001774355018782,-0.0009345781363214001,-0.0009345781363214001,final_horizon,1100.0,0.55,8.164067417956314,16.32813483591263,0.007421879470869377,0.014843758941738753,0.0,-1.02803594995354,81.64067417956313,80.6126382296096,83.89227125193261,-3.909338695186965,False
98,2026-04-22 14:05:00,1,0,0.9476415601506026,1.1,0.0014151588289825,0.0001777199821112,0.0012374388468713,0.0012374388468713,final_horizon,1100.0,0.55,8.06126382296096,16.12252764592192,0.007328421657237237,0.014656843314474473,0.0,1.3611827315584302,80.6126382296096,81.97382096116803,83.89227125193261,-2.286802183485272,True
99,2026-04-22 14:06:00,1,1,0.8455387343750851,1.1,0.0029620017633016,0.0001775476309565,0.0027844541323451,0.0027844541323451,final_horizon,1100.0,0.55,8.197382096116803,16.394764192233605,0.007452165541924366,0.014904331083848732,0.0,3.06289954557961,81.97382096116803,85.03672050674764,85.03672050674764,0.0,True
100,2026-04-22 14:07:00,1,1,0.8286103957002737,1.1,0.003609081334897,0.0001775560975807,0.0034315252373163,0.0034315252373163,final_horizon,1100.0,0.55,8.503672050674764,17.007344101349528,0.007730610955158876,0.015461221910317752,0.0,3.7746777610479296,85.03672050674764,88.81139826779557,88.81139826779557,0.0,True
101,2026-04-22 14:08:00,1,1,0.7927622053818996,1.1,0.0027007143100827,0.0001775534178969,0.0025231608921858,0.0025231608921858,final_horizon,1100.0,0.55,8.881139826779558,17.762279653559116,0.008073763478890507,0.016147526957781013,0.0,2.7754769814043803,88.81139826779557,91.58687524919995,91.58687524919995,0.0,True
102,2026-04-22 14:09:00,1,1,0.7627925619101827,1.1,0.0033497287801471,0.0001775497025027,0.0031721790776444,0.0031721790776444,final_horizon,1100.0,0.55,9.158687524919996,18.317375049839992,0.008326079568109088,0.016652159136218175,0.0,3.48939698540884,91.58687524919995,95.0762722346088,95.0762722346088,0.0,True
103,2026-04-22 14:11:00,-1,0,0.5556964435277866,1.1,0.0014427188833523,0.0001772070921822,-0.0016199259755345,-0.0016199259755345,final_horizon,1100.0,0.55,9.50762722346088,19.01525444692176,0.008643297475873528,0.017286594951747055,0.0,-1.7819185730879499,95.0762722346088,93.29435366152084,95.0762722346088,-1.874199031164068,False
104,2026-04-22 14:13:00,-1,0,0.5645909979017248,1.1,0.0004994534736375,0.0001771560332132,-0.0006766095068507,-0.0006766095068507,final_horizon,1100.0,0.55,9.329435366152085,18.65887073230417,0.008481304878320077,0.016962609756640153,0.0,-0.7442704575357699,93.29435366152084,92.55008320398507,95.0762722346088,-2.657013123516391,False
105,2026-04-22 14:14:00,-1,0,0.6376735224327275,1.1,-0.0004665484153979,0.0001770102389043,0.0002895381764936,0.0002895381764936,final_horizon,1100.0,0.55,9.255008320398508,18.510016640797016,0.008413643927635007,0.016827287855270014,0.0,0.31849199414296,92.55008320398507,92.86857519812803,95.0762722346088,-2.3220273414097328,True
106,2026-04-22 14:20:00,1,-1,0.5802882983935777,1.1,-0.001741476330284,0.0001774688355217,-0.0019189451658057001,-0.0019189451658057001,final_horizon,1100.0,0.55,9.286857519812804,18.573715039625608,0.008442597745284367,0.016885195490568734,0.0,-2.11083968238627,92.86857519812803,90.75773551574176,95.0762722346088,-4.542181363832482,False
107,2026-04-22 14:30:00,-1,-1,0.8711715650261956,1.1,-0.0016026888655981,0.0001775130072656,0.0014251758583325,0.0014251758583325,final_horizon,1100.0,0.55,9.075773551574176,18.151547103148353,0.008250703228703797,0.016501406457407594,0.0,1.56769344416575,90.75773551574176,92.32542895990751,95.0762722346088,-2.8933015673072897,True
108,2026-04-22 14:37:00,-1,1,0.6442029366337968,1.1,0.0020567134320652,0.0001775981499347,-0.0022343115819998998,-0.0022343115819998998,final_horizon,1100.0,0.55,9.232542895990752,18.465085791981505,0.008393220814537047,0.016786441629074094,0.0,-2.45774274019989,92.32542895990751,89.86768621970762,95.0762722346088,-5.478323763103104,False
109,2026-04-22 14:38:00,-1,0,0.6852471933589629,1.1,0.0013554329583957,0.0001775953338094,-0.0015330282922051,-0.0015330282922051,final_horizon,1100.0,0.55,8.986768621970763,17.973537243941525,0.008169789656337056,0.016339579312674112,0.0,-1.68633112142561,89.86768621970762,88.18135509828201,95.0762722346088,-7.251985142321302,False
110,2026-04-22 14:39:00,-1,0,0.7500650481486938,1.1,0.0009927562884071,0.0001774363339422,-0.0011701926223493002,-0.0011701926223493002,final_horizon,1100.0,0.55,8.8181355098282,17.6362710196564,0.008016486827116547,0.016032973654233094,0.0,-1.2872118845842302,88.18135509828201,86.89414321369779,95.0762722346088,-8.605858042815253,False
111,2026-04-22 14:40:00,-1,0,0.8872128521461942,1.1,-0.0008228458158626,0.0001772555996626,0.0006455902162,0.0006455902162,final_horizon,1100.0,0.55,8.68941432136978,17.37882864273956,0.007899467564881617,0.015798935129763235,0.0,0.71014923782,86.89414321369779,87.6042924515178,95.0762722346088,-7.858932210397622,True
112,2026-04-22 14:41:00,-1,0,0.8245251282007252,1.1,0.0006479936394008,0.0001773589628858,-0.0008253526022866,-0.0008253526022866,final_horizon,1100.0,0.55,8.76042924515178,17.52085849030356,0.007964026586501619,0.015928053173003238,0.0,-0.9078878625152601,87.6042924515178,86.69640458900253,95.0762722346088,-8.813836984403672,False
113,2026-04-22 14:42:00,-1,1,0.78944063606941,1.1,0.002371913442773,0.0001774056426905,-0.0025493190854635,-0.0025493190854635,final_horizon,1100.0,0.55,8.669640458900252,17.339280917800505,0.007881491326272957,0.015762982652545915,0.0,-2.80425099400985,86.69640458900253,83.89215359499268,95.0762722346088,-11.763312103800569,False
114,2026-04-22 14:43:00,-1,1,0.6002417136771112,1.1,0.0039247476331281,0.0001777455014517,-0.0041024931345798,-0.0041024931345798,final_horizon,1100.0,0.55,8.389215359499268,16.778430718998536,0.007626559417726607,0.015253118835453215,0.0,-4.5127424480377805,83.89215359499268,79.3794111469549,95.0762722346088,-16.50975655515875,False
115,2026-04-22 14:44:00,-1,1,0.5846884242825873,1.1,0.0040408597266907,0.0001778100206615,-0.0042186697473522,-0.0042186697473522,final_horizon,1100.0,0.55,7.93794111469549,15.87588222939098,0.007216310104268627,0.014432620208537254,0.0,-4.640536722087419,79.3794111469549,74.73887442486748,95.0762722346088,-21.390613379915717,False
116,2026-04-22 14:45:00,1,1,0.9932834821269418,1.1,0.0035471963420354,0.0001777979620797,0.0033693983799556997,0.0033693983799556997,final_horizon,1100.0,0.55,7.473887442486748,14.947774884973496,0.006794443129533407,0.013588886259066815,0.0,3.7063382179512696,74.73887442486748,78.44521264281875,95.0762722346088,-17.492334523540734,True
117,2026-04-22 14:46:00,1,1,0.9179252071077855,1.1,0.0015877981196572,0.0001775918644659,0.0014102062551913,0.0014102062551913,final_horizon,1100.0,0.55,7.844521264281875,15.68904252856375,0.007131382967528977,0.014262765935057955,0.0,1.55122688071043,78.44521264281875,79.99643952352918,95.0762722346088,-15.860774046618959,True
118,2026-04-22 14:47:00,1,1,0.9233180983681085,1.1,0.0019031781883245,0.0001776062834058,0.0017255719049187,0.0017255719049187,final_horizon,1100.0,0.55,7.999643952352918,15.999287904705836,0.007272403593048107,0.014544807186096215,0.0,1.89812909541057,79.99643952352918,81.89456861893974,95.0762722346088,-13.86434628310003,True
119,2026-04-22 14:48:00,1,1,0.7720056485916076,1.1,0.0023814340735968,0.000177576974862,0.0022038570987348,0.0022038570987348,final_horizon,1100.0,0.55,8.189456861893975,16.37891372378795,0.007444960783539977,0.014889921567079955,0.0,2.42424280860828,81.89456861893974,84.31881142754803,95.0762722346088,-11.314558884382652,True
120,2026-04-22 14:49:00,1,0,0.579252077985618,1.1,0.0005295504751317,0.0001774038442652,0.0003521466308665,0.0003521466308665,final_horizon,1100.0,0.55,8.431881142754802,16.863762285509605,0.007665346493413457,0.015330692986826914,0.0,0.38736129395315,84.31881142754803,84.70617272150118,95.0762722346088,-10.907137258724779,True
121,2026-04-22 14:55:00,1,1,0.5548552491866798,1.1,0.002475005385405,0.0001774015738053,0.0022976038115997003,0.0022976038115997003,final_horizon,1100.0,0.55,8.470617272150118,16.941234544300237,0.007700561156500108,0.015401122313000216,0.0,2.5273641927596704,84.70617272150118,87.23353691426085,95.0762722346088,-8.248888114792011,True
122,2026-04-22 14:56:00,-1,1,0.5965364659545737,1.1,0.0015694965925452,0.00017724410983,-0.0017467407023752,-0.0017467407023752,final_horizon,1100.0,0.55,8.723353691426086,17.44670738285217,0.007930321537660079,0.015860643075320157,0.0,-1.92141477261272,87.23353691426085,85.31212214164813,95.0762722346088,-10.269807454026795,False
123,2026-04-22 14:57:00,-1,0,0.7258169858606245,1.1,-0.0012506578500743,0.0001769858475795,0.0010736720024948,0.0010736720024948,final_horizon,1100.0,0.55,8.531212214164814,17.062424428329628,0.007755647467422558,0.015511294934845116,0.0,1.18103920274428,85.31212214164813,86.4931613443924,95.0762722346088,-9.027605614402754,True
124,2026-04-22 14:58:00,-1,0,0.6851469951378514,1.1,-0.0011302152948214,0.0001770506224404,0.0009531646723810001,0.0009531646723810001,final_horizon,1100.0,0.55,8.64931613443924,17.29863226887848,0.007863014667672037,0.015726029335344074,0.0,1.0484811396191,86.4931613443924,87.5416424840115,95.0762722346088,-7.924826640242004,True
125,2026-04-22 14:59:00,-1,0,0.6070354218965377,1.1,-0.0009434072053137,0.0001770944070044,0.0007663127983093001,0.0007663127983093001,final_horizon,1100.0,0.55,8.754164248401151,17.508328496802303,0.007958331134910138,0.015916662269820275,0.0,0.8429440781402301,87.5416424840115,88.38458656215174,95.0762722346088,-7.038228903153408,True
126,2026-04-22 15:00:00,-1,0,0.691294600537306,1.1,-0.0004158421429816,0.0001771695070524,0.0002386726359292,0.0002386726359292,final_horizon,1100.0,0.55,8.838458656215174,17.676917312430348,0.008034962414741068,0.016069924829482135,0.0,0.26253989952212,88.38458656215174,88.64712646167386,95.0762722346088,-6.762092814356947,True
127,2026-04-22 15:01:00,-1,0,0.6589360135458819,1.1,0.0004518880447368,0.000177310331455,-0.0006291983761918,-0.0006291983761918,final_horizon,1100.0,0.55,8.864712646167387,17.729425292334774,0.008058829678333988,0.016117659356667976,0.0,-0.69211821381098,88.64712646167386,87.95500824786288,95.0762722346088,-7.4900538476872445,False
128,2026-04-22 15:02:00,-1,0,0.7144825341994376,1.1,0.0005929645008879,0.0001772689090846,-0.0007702334099725,-0.0007702334099725,final_horizon,1100.0,0.55,8.795500824786288,17.591001649572576,0.007995909840714807,0.015991819681429615,0.0,-0.8472567509697501,87.95500824786288,87.10775149689313,95.0762722346088,-8.38118759857629,False
129,2026-04-22 15:03:00,-1,0,0.8635765731590194,1.1,-0.0004795841410762,0.0001771550916904,0.00030242904938580003,0.00030242904938580003,final_horizon,1100.0,0.55,8.710775149689313,17.421550299378627,0.007918886499717557,0.015837772999435114,0.0,0.33267195432438,87.10775149689313,87.44042345121751,95.0762722346088,-8.031287516773034,True
130,2026-04-22 15:04:00,-1,0,0.6919236980500016,1.1,0.0005470011948158,0.0001773099496971,-0.0007243111445129,-0.0007243111445129,final_horizon,1100.0,0.55,8.744042345121752,17.488084690243504,0.007949129404656138,0.015898258809312275,0.0,-0.7967422589641899,87.44042345121751,86.64368119225333,95.0762722346088,-8.869290774829006,False
131,2026-04-22 15:06:00,-1,0,0.5973034987185712,1.1,0.0012829270034668,0.0001772873166374,-0.0014602143201042001,-0.0014602143201042001,final_horizon,1100.0,0.55,8.664368119225333,17.328736238450666,0.007876698290204848,0.015753396580409695,0.0,-1.6062357521146202,86.64368119225333,85.03744544013871,95.0762722346088,-10.558708875016075,False
132,2026-04-22 15:07:00,-1,0,0.6415506553308667,1.1,0.0006316450630885,0.0001772861043151,-0.0008089311674036,-0.0008089311674036,final_horizon,1100.0,0.55,8.503744544013871,17.007489088027743,0.007730676858194428,0.015461353716388857,0.0,-0.88982428414396,85.03744544013871,84.14762115599476,95.0762722346088,-11.494614609675336,False
133,2026-04-22 15:08:00,-1,0,0.7022062487332031,1.1,0.0010281759187098,0.0001772062398367,-0.0012053821585465,-0.0012053821585465,final_horizon,1100.0,0.55,8.414762115599476,16.829524231198953,0.007649783741454069,0.015299567482908139,0.0,-1.32592037440115,84.14762115599476,82.8217007815936,95.0762722346088,-12.889200601782106,False
134,2026-04-22 15:09:00,-1,0,0.722323197225915,1.1,0.0003803302416096,0.0001772511112695,-0.0005575813528791,-0.0005575813528791,final_horizon,1100.0,0.55,8.28217007815936,16.56434015631872,0.0075292455255994185,0.015058491051198837,0.0,-0.61333948816701,82.8217007815936,82.20836129342659,95.0762722346088,-13.534303184951908,False
135,2026-04-22 15:10:00,-1,-1,0.8979055753757882,1.1,-0.0024298364654203,0.0001769635879721,0.0022528728774482,0.0022528728774482,final_horizon,1100.0,0.55,8.22083612934266,16.44167225868532,0.007473487390311509,0.014946974780623018,0.0,2.47816016519302,82.20836129342659,84.68652145861961,95.0762722346088,-10.927806204214225,True
136,2026-04-22 15:11:00,-1,-1,0.8830609848179454,1.1,-0.0023894250969649,0.0001769663617283,0.0022124587352366,0.0022124587352366,final_horizon,1100.0,0.55,8.468652145861961,16.937304291723922,0.007698774678056328,0.015397549356112657,0.0,2.43370460876026,84.68652145861961,87.12022606737987,95.0762722346088,-8.368067005821073,True
137,2026-04-22 15:12:00,-1,0,0.7899633915985115,1.1,-0.00027745627279,0.0001772074734973,0.0001002487992927,0.0001002487992927,final_horizon,1100.0,0.55,8.712022606737987,17.424045213475974,0.007920020551579988,0.015840041103159976,0.0,0.11027367922197,87.12022606737987,87.23049974660185,95.0762722346088,-8.252082568663223,True
138,2026-04-22 15:13:00,-1,0,0.6604846848067357,1.1,0.0007469861640436,0.0001772509541798,-0.0009242371182234001,-0.0009242371182234001,final_horizon,1100.0,0.55,8.723049974660185,17.44609994932037,0.007930045431509259,0.015860090863018518,0.0,-1.01666083004574,87.23049974660185,86.21383891655611,95.0762722346088,-9.321393350576338,False
139,2026-04-22 15:14:00,-1,0,0.7087363382666814,1.1,0.0012993277985495,0.0001772616369099,-0.0014765894354594,-0.0014765894354594,final_horizon,1100.0,0.55,8.621383891655611,17.242767783311223,0.007837621719686919,0.015675243439373838,0.0,-1.6242483790053401,86.21383891655611,84.58959053755078,95.0762722346088,-11.02975689999839,False
140,2026-04-22 15:15:00,1,1,0.6203930980530874,1.1,0.0034832089275886,0.0001772432122496,0.003305965715339,0.003305965715339,final_horizon,1100.0,0.55,8.458959053755079,16.917918107510157,0.00768996277614098,0.01537992555228196,0.0,3.6365622868729,84.58959053755078,88.22615282442368,95.0762722346088,-7.2048674702788755,True
141,2026-04-22 15:16:00,1,1,0.5794169290584069,1.1,0.0025023644413344,0.0001772302432269,0.0023251341981075,0.0023251341981075,final_horizon,1100.0,0.55,8.822615282442369,17.645230564884738,0.00802055934767488,0.01604111869534976,0.0,2.55764761791825,88.22615282442368,90.78380044234193,95.0762722346088,-4.514766609354252,True
142,2026-04-22 15:18:00,1,0,0.5963266346410897,1.1,0.0010935713752187,0.0001772400932282,0.0009163312819905,0.0009163312819905,final_horizon,1100.0,0.55,9.078380044234192,18.156760088468385,0.008253072767485629,0.016506145534971258,0.0,1.00796441018955,90.78380044234193,91.79176485253147,95.0762722346088,-3.454602609968259,True
143,2026-04-22 15:23:00,-1,1,0.6108906366610656,1.1,0.0016848913109175,0.0001770242277887,-0.0018619155387062,-0.0018619155387062,final_horizon,1100.0,0.55,9.179176485253148,18.358352970506296,0.00834470589568468,0.01668941179136936,0.0,-2.0481070925768203,91.79176485253147,89.74365775995466,95.0762722346088,-5.608775301471072,False
144,2026-04-22 15:25:00,1,1,0.6856711593217938,1.1,0.0047505014249222,0.0001773946279077,0.0045731067970145,0.0045731067970145,final_horizon,1100.0,0.55,8.974365775995466,17.94873155199093,0.00815851434181406,0.01631702868362812,0.0,5.03041747671595,89.74365775995466,94.77407523667061,95.0762722346088,-0.317846914730192,True
145,2026-04-22 15:26:00,1,1,0.5754910559328666,1.1,0.00526430826366,0.0001773902223776,0.0050869180412823995,0.0050869180412823995,final_horizon,1100.0,0.55,9.477407523667061,18.954815047334122,0.00861582502151551,0.01723165004303102,0.0,5.59560984541064,94.77407523667061,100.36968508208125,100.36968508208125,0.0,True
146,2026-04-22 15:28:00,-1,1,0.6596181084670848,1.1,0.0031057755102092,0.0001771186489996,-0.0032828941592088,-0.0032828941592088,final_horizon,1100.0,0.55,10.036968508208126,20.073937016416252,0.00912451682564375,0.0182490336512875,0.0,-3.61118357512968,100.36968508208125,96.75850150695156,100.36968508208125,-3.5978827393714545,False
147,2026-04-22 15:29:00,-1,1,0.7119526062213691,1.1,0.0027568880472299,0.0001770316148115,-0.0029339196620414,-0.0029339196620414,final_horizon,1100.0,0.55,9.675850150695156,19.351700301390313,0.008796227409722869,0.017592454819445737,0.0,-3.2273116282455403,96.75850150695156,93.53118987870602,100.36968508208125,-6.81330742223888,False
148,2026-04-22 15:32:00,1,1,0.6219939711471854,1.1,0.0019813327621838,0.0001769047109092,0.0018044280512746,0.0018044280512746,final_horizon,1100.0,0.55,9.353118987870602,18.706237975741203,0.008502835443518729,0.017005670887037458,0.0,1.98487085640206,93.53118987870602,95.51606073510807,100.36968508208125,-4.8357473105588955,True
149,2026-04-22 15:33:00,1,1,0.7032087204631797,1.1,0.0035567373267599,0.0001770464802653,0.0033796908464946,0.0033796908464946,final_horizon,1100.0,0.55,9.551606073510808,19.103212147021615,0.00868327824864619,0.01736655649729238,0.0,3.71765993114406,95.51606073510807,99.23372066625213,100.36968508208125,-1.131780392555922,True
150,2026-04-22 15:34:00,1,1,0.5645561902393285,1.1,0.0024325029107494,0.0001769644603538,0.0022555384503956,0.0022555384503956,final_horizon,1100.0,0.55,9.923372066625213,19.846744133250425,0.009021247333295648,0.018042494666591295,0.0,2.4810922954351597,99.23372066625213,101.71481296168729,101.71481296168729,0.0,True
151,2026-04-22 15:35:00,1,1,0.5727991961903226,1.1,0.0032007285890656,0.0001770384427597,0.0030236901463059,0.0030236901463059,final_horizon,1100.0,0.55,10.171481296168729,20.342962592337457,0.009246801178335208,0.018493602356670417,0.0,3.32605916093649,101.71481296168729,105.04087212262378,105.04087212262378,0.0,True
152,2026-04-22 15:41:00,-1,0,0.6126473881307066,1.1,0.0009704109732695,0.0001764612758251,-0.0011468722490946002,-0.0011468722490946002,final_horizon,1100.0,0.55,10.504087212262379,21.008174424524757,0.009549170192965799,0.019098340385931598,0.0,-1.26155947400406,105.04087212262378,103.77931264861972,105.04087212262378,-1.2010177072133654,False
153,2026-04-22 15:42:00,-1,0,0.5964267571575161,1.1,0.0011448173799275,0.0001766304090697,-0.0013214477889972002,-0.0013214477889972002,final_horizon,1100.0,0.55,10.377931264861973,20.755862529723945,0.00943448296805634,0.01886896593611268,0.0,-1.4535925678969202,103.77931264861972,102.3257200807228,105.04087212262378,-2.584852912046783,False
154,2026-04-22 15:43:00,-1,0,0.6184032323554922,1.1,0.0007171275045387,0.0001765702614059,-0.0008936977659446,-0.0008936977659446,final_horizon,1100.0,0.55,10.232572008072282,20.465144016144563,0.00930233818915662,0.01860467637831324,0.0,-0.98306754253906,102.3257200807228,101.34265253818374,105.04087212262378,-3.5207434113101908,False
155,2026-04-22 15:44:00,-1,0,0.5975300704140785,1.1,0.0001886508363055,0.0001765449002861,-0.0003651957365916,-0.0003651957365916,final_horizon,1100.0,0.55,10.134265253818375,20.26853050763675,0.00921296841256216,0.01842593682512432,0.0,-0.40171531025076,101.34265253818374,100.94093722793298,105.04087212262378,-3.9031805542366182,False
156,2026-04-22 15:48:00,-1,0,0.7312022260660144,1.1,0.0006473317318687,0.0001764190042079,-0.0008237507360766,-0.0008237507360766,final_horizon,1100.0,0.55,10.094093722793298,20.188187445586596,0.009176448838902998,0.018352897677805995,0.0,-0.90612580968426,100.94093722793298,100.03481141824872,105.04087212262378,-4.765821725595565,False
157,2026-04-22 15:49:00,-1,1,0.60911309799834,1.1,0.001924484111027,0.0001765350383591,-0.0021010191493861003,-0.0021010191493861003,final_horizon,1100.0,0.55,10.003481141824873,20.006962283649745,0.009094073765295339,0.018188147530590677,0.0,-2.3111210643247104,100.03481141824872,97.72369035392401,105.04087212262378,-6.966032955398309,False
158,2026-04-22 15:51:00,-1,0,0.5928489461198311,1.1,0.0003779304739033,0.0001764852112956,-0.0005544156851989001,-0.0005544156851989001,final_horizon,1100.0,0.55,9.772369035392401,19.544738070784803,0.008883971850356729,0.017767943700713457,0.0,-0.6098572537187901,97.72369035392401,97.11383310020523,105.04087212262378,-7.546623387860489,False
