timestamp,event,bar_time,ticket,symbol,predicted_class,confidence,probabilities,result
2026-04-23T23:54:04.524523,signal_skipped,1776959580,-1,0.4318649237974558,"{""-1"": 0.4318649237974558, ""0"": 0.3701536048101001, ""1"": 0.1979814713924441}",threshold_or_filter
2026-04-23T23:55:02.692490,signal_skipped,1776959640,-1,0.37951509537710665,"{""-1"": 0.37951509537710665, ""0"": 0.3315812878280431, ""1"": 0.28890361679485027}",threshold_or_filter
2026-04-23T23:56:01.328958,order_opened,1776959700,1050376265,BTCUSDm,-1,0.5799497743698002,"{""-1"": 0.5799497743698002, ""0"": 0.24352692951350513, ""1"": 0.1765232961166947}","{""retcode"": 10009, ""deal"": 520478364, ""order"": 1050376265, ""volume"": 0.01, ""price"": 78406.47, ""bid"": 78406.47, ""ask"": 78420.47, ""comment"": ""lgbm-live"", ""request_id"": 1696313451, ""retcode_external"": 0, ""request"": [1, 20260423, 0, ""BTCUSDm"", 0.01, 78399.71, 0.0, 78543.5, 78113.5, 50, 1, 1, 0, 0, ""lgbm-live"", 0, 0]}"
2026-04-23T23:57:01.663457,signal_skipped,1776959760,-1,0.5830107077428666,"{""-1"": 0.5830107077428666, ""0"": 0.24133635462717637, ""1"": 0.17565293762995712}",position_already_open
2026-04-23T23:58:03.999810,signal_skipped,1776959820,-1,0.5318102017888408,"{""-1"": 0.5318102017888408, ""0"": 0.189200506468902, ""1"": 0.2789892917422573}",threshold_or_filter
2026-04-23T23:59:02.214315,signal_skipped,1776959880,-1,0.6765402888401738,"{""-1"": 0.6765402888401738, ""0"": 0.12505195108076356, ""1"": 0.19840776007906252}",position_already_open
2026-04-24T00:00:02.482259,signal_skipped,1776959940,-1,0.5109656155213139,"{""-1"": 0.5109656155213139, ""0"": 0.20421021983972526, ""1"": 0.2848241646389609}",threshold_or_filter
2026-04-24T00:01:02.737616,signal_skipped,1776960000,0,0.9555846530002645,"{""-1"": 0.026698566274173895, ""0"": 0.9555846530002645, ""1"": 0.017716780725561716}",threshold_or_filter
2026-04-24T00:02:03.022880,signal_skipped,1776960060,0,0.6487231904822228,"{""-1"": 0.2638258516432292, ""0"": 0.6487231904822228, ""1"": 0.08745095787454797}",threshold_or_filter
2026-04-24T00:03:01.292082,signal_skipped,1776960120,0,0.877297695433469,"{""-1"": 0.07319271450244938, ""0"": 0.877297695433469, ""1"": 0.049509590064081475}",threshold_or_filter
2026-04-24T00:04:03.626060,signal_skipped,1776960180,0,0.6136086943485535,"{""-1"": 0.3166725351733026, ""0"": 0.6136086943485535, ""1"": 0.06971877047814383}",threshold_or_filter
2026-04-24T00:05:01.793246,signal_skipped,1776960240,0,0.651482036850074,"{""-1"": 0.1721647617164201, ""0"": 0.651482036850074, ""1"": 0.17635320143350589}",threshold_or_filter
2026-04-24T00:06:02.039551,signal_skipped,1776960300,0,0.7033448429236784,"{""-1"": 0.18676310346372008, ""0"": 0.7033448429236784, ""1"": 0.10989205361260138}",threshold_or_filter
2026-04-24T00:07:02.311260,signal_skipped,1776960360,0,0.4602444025297222,"{""-1"": 0.1915323382137078, ""0"": 0.4602444025297222, ""1"": 0.3482232592565701}",threshold_or_filter
2026-04-24T00:08:02.590248,signal_skipped,1776960420,0,0.45131587988932986,"{""-1"": 0.27229726747378397, ""0"": 0.45131587988932986, ""1"": 0.2763868526368862}",threshold_or_filter
2026-04-24T00:09:00.791952,signal_skipped,1776960480,-1,0.5171429682655208,"{""-1"": 0.5171429682655208, ""0"": 0.22459503646723883, ""1"": 0.25826199526724036}",threshold_or_filter
2026-04-24T00:10:01.051321,signal_skipped,1776960540,-1,0.4782547649308733,"{""-1"": 0.4782547649308733, ""0"": 0.1654975249342573, ""1"": 0.3562477101348693}",threshold_or_filter
2026-04-24T00:11:03.425625,signal_skipped,1776960600,0,0.3781739289616295,"{""-1"": 0.3377059587305362, ""0"": 0.3781739289616295, ""1"": 0.28412011230783424}",threshold_or_filter
2026-04-24T00:12:06.068110,order_opened,1776960660,1050382358,BTCUSDm,-1,0.6481980239771663,"{""-1"": 0.6481980239771663, ""0"": 0.1803384925390593, ""1"": 0.17146348348377455}","{""retcode"": 10009, ""deal"": 520484347, ""order"": 1050382358, ""volume"": 0.01, ""price"": 78362.49, ""bid"": 78362.49, ""ask"": 78376.49, ""comment"": ""lgbm-live"", ""request_id"": 1696313452, ""retcode_external"": 0, ""request"": [1, 20260423, 0, ""BTCUSDm"", 0.01, 78362.49, 0.0, 78491.5, 78102.5, 50, 1, 1, 0, 0, ""lgbm-live"", 0, 0]}"
