<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.03.29	20:30:00	66652.49	66669.34	66537.67	66537.67	433	0	1400
2026.03.29	20:45:00	66532.78	66573.72	66502.42	66543.39	380	0	1400
2026.03.29	21:00:00	66549.82	66615.72	66451.85	66498.70	458	0	1400
2026.03.29	21:15:00	66499.31	66610.89	66470.92	66588.28	408	0	1400
2026.03.29	21:30:00	66589.35	66642.78	66543.17	66583.47	458	0	1400
2026.03.29	21:45:00	66579.58	66706.80	66579.58	66639.27	466	0	1400
2026.03.29	22:00:00	66650.70	66662.58	66156.15	66243.90	1495	0	1400
2026.03.29	22:15:00	66234.65	66434.51	66205.08	66320.78	890	0	1400
2026.03.29	22:30:00	66319.49	66369.38	65574.98	65634.03	1758	0	1400
2026.03.29	22:45:00	65626.16	65916.52	64925.79	65801.33	4788	0	1400
2026.03.29	23:00:00	65800.07	66333.41	65796.05	66046.71	2690	0	1400
2026.03.29	23:15:00	66053.15	66248.00	65892.67	65949.00	1591	0	1400
2026.03.29	23:30:00	65945.35	66046.37	65800.05	65971.45	1243	0	1400
2026.03.29	23:45:00	65973.04	66117.09	65819.83	65959.45	1565	0	1400
2026.03.30	00:00:00	65961.68	66039.11	65733.96	65797.17	1494	0	1400
2026.03.30	00:15:00	65798.71	67012.90	65727.52	66518.44	4746	0	1400
2026.03.30	00:30:00	66515.35	66682.46	66125.41	66274.15	2469	0	1400
2026.03.30	00:45:00	66274.43	66363.99	66045.93	66206.35	1703	0	1400
2026.03.30	01:00:00	66210.44	66519.90	66210.44	66340.24	1964	0	1400
2026.03.30	01:15:00	66343.16	66602.10	66256.38	66528.35	1488	0	1400
2026.03.30	01:30:00	66529.20	66676.27	66462.27	66588.66	1322	0	1400
2026.03.30	01:45:00	66594.27	66772.01	66535.52	66597.28	1338	0	1400
2026.03.30	02:00:00	66599.31	66816.78	66503.78	66789.20	1358	0	1400
2026.03.30	02:15:00	66782.36	66849.77	66621.79	66686.97	1095	0	1400
2026.03.30	02:30:00	66685.99	66988.21	66527.50	66988.21	1153	0	1400
2026.03.30	02:45:00	66985.91	67436.75	66926.57	67053.97	2551	0	1400
2026.03.30	03:00:00	67053.26	67092.58	66905.39	66950.49	1087	0	1400
2026.03.30	03:15:00	66951.92	67239.60	66929.10	67174.23	1131	0	1400
2026.03.30	03:30:00	67182.50	67217.92	67069.53	67134.16	846	0	1400
2026.03.30	03:45:00	67136.97	67262.26	67050.55	67100.90	873	0	1400
2026.03.30	04:00:00	67100.87	67433.80	67087.13	67354.85	1312	0	1400
2026.03.30	04:15:00	67353.65	67597.65	67305.19	67375.85	1287	0	1400
2026.03.30	04:30:00	67374.96	67493.42	67319.05	67356.62	1013	0	1400
2026.03.30	04:45:00	67357.47	67589.34	67346.84	67541.37	980	0	1400
2026.03.30	05:00:00	67546.94	67755.02	67511.40	67571.57	1413	0	1400
2026.03.30	05:15:00	67571.46	67667.48	67521.86	67597.74	812	0	1400
2026.03.30	05:30:00	67594.43	67641.58	67380.59	67431.89	889	0	1400
2026.03.30	05:45:00	67428.27	67502.16	67365.57	67437.79	794	0	1400
2026.03.30	06:00:00	67437.07	67523.86	67341.84	67380.07	778	0	1400
2026.03.30	06:15:00	67379.61	67403.41	67202.09	67265.87	953	0	1400
2026.03.30	06:30:00	67267.23	67342.41	67212.25	67303.47	686	0	1400
2026.03.30	06:45:00	67303.37	67369.95	67226.63	67242.08	731	0	1400
2026.03.30	07:00:00	67236.51	67398.33	67158.60	67316.37	744	0	1400
2026.03.30	07:15:00	67315.03	67375.54	67227.35	67270.23	614	0	1400
2026.03.30	07:30:00	67272.15	67366.37	67217.78	67253.93	680	0	1400
2026.03.30	07:45:00	67254.30	67585.54	67234.82	67559.28	1038	0	1400
2026.03.30	08:00:00	67553.02	67850.90	67532.30	67823.22	1386	0	1400
2026.03.30	08:15:00	67828.69	67854.03	67663.04	67692.47	893	0	1400
2026.03.30	08:30:00	67692.51	67889.24	67659.33	67694.04	881	0	1400
2026.03.30	08:45:00	67702.14	67756.01	67591.22	67601.15	627	0	1400
2026.03.30	09:00:00	67598.81	67634.43	67508.78	67520.68	622	0	1400
2026.03.30	09:15:00	67513.23	67604.63	67437.30	67457.71	657	0	1400
2026.03.30	09:30:00	67456.99	67505.79	67393.33	67499.05	582	0	1400
2026.03.30	09:45:00	67502.12	67532.07	67405.37	67426.27	485	0	1400
2026.03.30	10:00:00	67426.77	67438.65	67333.52	67383.69	559	0	1400
2026.03.30	10:15:00	67384.22	67435.31	67349.64	67351.73	498	0	1400
2026.03.30	10:30:00	67353.86	67382.32	67296.76	67372.54	499	0	1400
2026.03.30	10:45:00	67373.97	67463.63	67352.50	67435.09	534	0	1400
2026.03.30	11:00:00	67438.78	67530.43	67417.66	67523.43	526	0	1400
2026.03.30	11:15:00	67523.40	67952.90	67467.02	67620.04	1638	0	1400
2026.03.30	11:30:00	67627.26	67689.40	67446.12	67541.95	1163	0	1400
2026.03.30	11:45:00	67543.18	67683.54	67516.48	67620.91	666	0	1400
2026.03.30	12:00:00	67623.25	67819.02	67597.68	67775.00	796	0	1400
2026.03.30	12:15:00	67775.10	67929.17	67733.43	67799.15	924	0	1400
2026.03.30	12:30:00	67803.26	67916.52	67746.91	67822.38	758	0	1400
2026.03.30	12:45:00	67822.29	67898.34	67777.49	67841.05	611	0	1400
2026.03.30	13:00:00	67845.71	67921.43	67782.13	67848.22	768	0	1400
2026.03.30	13:15:00	67850.52	68128.88	67817.26	67818.71	1208	0	1400
2026.03.30	13:30:00	67813.79	67989.55	67637.25	67659.62	1942	0	1400
2026.03.30	13:45:00	67659.80	67783.42	67373.76	67468.89	1594	0	1400
2026.03.30	14:00:00	67468.53	67713.27	67400.82	67626.80	1657	0	1400
2026.03.30	14:15:00	67620.33	67651.24	67169.97	67258.91	1681	0	1400
2026.03.30	14:30:00	67255.10	67357.35	67047.86	67082.88	1841	0	1400
2026.03.30	14:45:00	67081.10	67827.13	67026.16	67741.13	2313	0	1400
2026.03.30	15:00:00	67732.98	67857.11	67500.30	67515.90	1939	0	1400
2026.03.30	15:15:00	67515.25	67567.87	67348.56	67470.57	1079	0	1400
2026.03.30	15:30:00	67475.59	67851.53	67407.32	67705.29	1474	0	1400
2026.03.30	15:45:00	67706.05	67752.69	67534.47	67577.52	992	0	1400
2026.03.30	16:00:00	67574.91	67597.71	67286.56	67394.68	1190	0	1400
2026.03.30	16:15:00	67399.14	67430.71	67225.27	67293.52	930	0	1400
2026.03.30	16:30:00	67288.82	67449.09	67249.86	67325.80	891	0	1400
2026.03.30	16:45:00	67324.26	67388.40	67155.44	67308.92	856	0	1400
2026.03.30	17:00:00	67309.51	67414.84	67104.10	67130.06	945	0	1400
2026.03.30	17:15:00	67126.70	67142.77	66580.87	66758.12	1723	0	1400
2026.03.30	17:30:00	66751.93	66905.34	66688.11	66887.75	1355	0	1400
2026.03.30	17:45:00	66882.49	66934.96	66718.82	66774.30	1161	0	1400
2026.03.30	18:00:00	66774.59	66866.21	66628.02	66748.11	959	0	1400
2026.03.30	18:15:00	66749.30	66793.22	66507.94	66642.43	971	0	1400
2026.03.30	18:30:00	66645.29	66758.75	66514.86	66679.19	857	0	1400
2026.03.30	18:45:00	66685.67	66737.44	66434.04	66592.37	977	0	1400
2026.03.30	19:00:00	66589.36	66612.88	66227.86	66367.50	1160	0	1400
2026.03.30	19:15:00	66371.42	66396.79	66169.18	66254.41	1076	0	1400
2026.03.30	19:30:00	66252.99	66342.31	66177.83	66274.16	987	0	1400
2026.03.30	19:45:00	66274.47	66524.67	66224.72	66479.92	1005	0	1400
2026.03.30	20:00:00	66477.86	66630.00	66452.20	66526.46	722	0	1400
2026.03.30	20:15:00	66528.07	66615.34	66483.02	66589.23	545	0	1400
2026.03.30	20:30:00	66589.02	66619.44	66479.92	66602.94	568	0	1400
2026.03.30	20:45:00	66602.86	66616.62	66543.33	66593.04	467	0	1400
2026.03.30	21:00:00	66588.57	66754.12	66528.72	66727.54	658	0	1400
2026.03.30	21:15:00	66724.17	66931.73	66709.07	66785.85	738	0	1400
2026.03.30	21:30:00	66792.90	66928.29	66747.06	66875.98	627	0	1400
2026.03.30	21:45:00	66877.83	66894.39	66728.02	66743.14	634	0	1400
2026.03.30	22:00:00	66742.40	66948.37	66638.60	66704.27	838	0	1400
2026.03.30	22:15:00	66707.52	66847.12	66668.14	66755.89	600	0	1400
2026.03.30	22:30:00	66756.24	66811.29	66681.05	66773.44	488	0	1400
2026.03.30	22:45:00	66771.71	66795.86	66625.45	66717.56	492	0	1400
2026.03.30	23:00:00	66716.32	66728.38	66346.82	66480.39	1216	0	1400
2026.03.30	23:15:00	66481.54	66669.92	66448.95	66638.59	607	0	1400
2026.03.30	23:30:00	66637.94	66720.83	66597.95	66704.13	485	0	1400
2026.03.30	23:45:00	66697.64	66748.56	66646.25	66744.43	472	0	1400
2026.03.31	00:00:00	66735.74	66768.00	66501.13	66595.26	1009	0	1400
2026.03.31	00:15:00	66594.90	66769.77	66473.53	66753.84	1053	0	1400
2026.03.31	00:30:00	66757.56	66904.02	66704.26	66889.33	1224	0	1400
2026.03.31	00:45:00	66890.28	67253.31	66878.01	67163.86	1929	0	1400
2026.03.31	01:00:00	67157.90	67241.24	66988.61	67175.28	1183	0	1400
2026.03.31	01:15:00	67173.99	67826.96	67170.67	67720.52	2034	0	1400
2026.03.31	01:30:00	67721.03	68351.25	67669.43	67884.35	2712	0	1400
2026.03.31	01:45:00	67881.00	68001.53	67759.17	67873.50	1428	0	1400
2026.03.31	02:00:00	67868.61	67927.11	67709.66	67860.31	1088	0	1400
2026.03.31	02:15:00	67861.38	68048.96	67854.17	67987.02	1041	0	1400
2026.03.31	02:30:00	67986.18	68009.77	67775.06	67926.21	754	0	1400
2026.03.31	02:45:00	67923.65	68041.34	67837.17	67887.23	749	0	1400
2026.03.31	03:00:00	67885.03	67953.70	67747.19	67859.41	755	0	1400
2026.03.31	03:15:00	67859.84	67904.44	67745.68	67786.52	723	0	1400
2026.03.31	03:30:00	67782.86	67870.12	67587.11	67670.85	830	0	1400
2026.03.31	03:45:00	67673.00	67716.14	67583.52	67648.02	680	0	1400
2026.03.31	04:00:00	67648.65	67734.88	67520.36	67600.37	848	0	1400
2026.03.31	04:15:00	67600.85	67831.19	67423.26	67543.85	895	0	1400
2026.03.31	04:30:00	67543.57	67604.11	67464.17	67544.13	749	0	1400
2026.03.31	04:45:00	67543.77	67631.21	67452.02	67486.55	630	0	1400
2026.03.31	05:00:00	67484.81	67564.44	67330.62	67371.96	856	0	1400
2026.03.31	05:15:00	67365.94	67604.86	67335.74	67567.87	800	0	1400
2026.03.31	05:30:00	67565.95	67668.64	67505.22	67616.76	829	0	1400
2026.03.31	05:45:00	67616.54	67737.39	67599.20	67627.39	715	0	1400
2026.03.31	06:00:00	67627.56	67652.14	67401.16	67420.17	840	0	1400
2026.03.31	06:15:00	67413.91	67463.09	67265.06	67357.40	806	0	1400
2026.03.31	06:30:00	67354.83	67418.64	67273.57	67352.42	801	0	1400
2026.03.31	06:45:00	67352.11	67480.70	67352.11	67428.65	594	0	1400
2026.03.31	07:00:00	67435.25	67463.36	67167.81	67234.53	828	0	1400
2026.03.31	07:15:00	67241.92	67269.21	67036.08	67236.10	1089	0	1400
2026.03.31	07:30:00	67233.49	67322.45	67150.69	67270.79	728	0	1400
2026.03.31	07:45:00	67270.88	67378.35	67251.07	67310.52	671	0	1400
2026.03.31	08:00:00	67310.54	67445.75	67168.49	67288.25	854	0	1400
2026.03.31	08:15:00	67289.76	67382.74	67214.28	67246.55	727	0	1400
2026.03.31	08:30:00	67246.57	67256.18	66742.44	66787.94	1360	0	1400
2026.03.31	08:45:00	66789.50	66879.36	66610.98	66710.37	1173	0	1400
2026.03.31	09:00:00	66709.27	66856.36	66522.03	66643.20	1123	0	1400
2026.03.31	09:15:00	66644.46	66657.22	66276.60	66375.37	1419	0	1400
2026.03.31	09:30:00	66378.06	66456.47	66331.64	66442.22	1004	0	1400
2026.03.31	09:45:00	66439.30	66454.00	65914.41	66070.74	1580	0	1400
2026.03.31	10:00:00	66071.44	66345.39	66030.09	66308.23	951	0	1400
2026.03.31	10:15:00	66306.15	66407.62	66279.63	66325.49	743	0	1400
2026.03.31	10:30:00	66322.88	66371.99	66151.21	66222.12	773	0	1400
2026.03.31	10:45:00	66223.31	66414.04	66175.08	66308.43	787	0	1400
2026.03.31	11:00:00	66309.68	66528.89	66172.50	66515.26	1538	0	1400
2026.03.31	11:15:00	66522.04	66816.23	66464.19	66581.26	1646	0	1400
2026.03.31	11:30:00	66580.14	66776.58	66572.22	66656.80	947	0	1400
2026.03.31	11:45:00	66656.87	66656.96	66497.18	66617.47	728	0	1400
2026.03.31	12:00:00	66625.06	66740.67	66496.85	66506.13	1059	0	1400
2026.03.31	12:15:00	66500.28	66775.06	66443.53	66731.37	1080	0	1400
2026.03.31	12:30:00	66729.32	66875.36	66661.40	66845.89	1050	0	1400
2026.03.31	12:45:00	66844.99	66854.89	66576.65	66581.29	773	0	1400
2026.03.31	13:00:00	66594.21	66783.19	66591.78	66755.44	788	0	1400
2026.03.31	13:15:00	66753.29	66902.11	66680.12	66736.06	736	0	1400
2026.03.31	13:30:00	66733.36	67143.58	66656.36	66901.77	2542	0	1400
2026.03.31	13:45:00	66902.90	67356.99	66902.90	67240.97	2042	0	1400
2026.03.31	14:00:00	67230.37	67484.10	67048.23	67277.94	2215	0	1400
2026.03.31	14:15:00	67274.85	67733.10	67258.73	67665.53	2212	0	1400
2026.03.31	14:30:00	67659.19	67697.10	67016.05	67155.60	1697	0	1400
2026.03.31	14:45:00	67150.56	67162.22	66348.26	66521.67	2821	0	1400
2026.03.31	15:00:00	66526.51	67230.16	66526.51	67186.87	2497	0	1400
2026.03.31	15:15:00	67184.36	67230.92	66836.32	66902.95	1805	0	1400
2026.03.31	15:30:00	66897.91	67100.27	66817.24	66878.72	1560	0	1400
2026.03.31	15:45:00	66874.82	66997.33	66636.37	66683.58	1485	0	1400
2026.03.31	16:00:00	66685.54	66947.77	66667.53	66861.96	1322	0	1400
2026.03.31	16:15:00	66859.86	67144.44	66848.26	67037.00	1128	0	1400
2026.03.31	16:30:00	67033.37	67963.49	66887.95	67713.58	3568	0	1400
2026.03.31	16:45:00	67711.78	67846.37	67433.16	67605.57	3735	0	1400
2026.03.31	17:00:00	67598.12	68458.73	67507.22	68388.89	3042	0	1400
2026.03.31	17:15:00	68392.89	68539.56	67920.48	67973.49	2512	0	1400
2026.03.31	17:30:00	67973.17	68062.53	67544.24	67651.02	2186	0	1400
2026.03.31	17:45:00	67647.61	67721.94	67337.08	67468.93	1658	0	1400
2026.03.31	18:00:00	67471.11	67733.32	67454.03	67708.23	1299	0	1400
2026.03.31	18:15:00	67708.40	67890.07	67564.93	67715.87	1199	0	1400
2026.03.31	18:30:00	67718.99	67827.45	67573.91	67764.85	1055	0	1400
2026.03.31	18:45:00	67765.59	67885.55	67672.50	67780.49	827	0	1400
2026.03.31	19:00:00	67779.79	67960.98	67765.32	67926.71	990	0	1400
2026.03.31	19:15:00	67926.16	67979.87	67794.05	67807.46	943	0	1400
2026.03.31	19:30:00	67807.58	67877.94	67637.60	67770.20	836	0	1400
2026.03.31	19:45:00	67768.20	67906.51	67657.54	67765.92	1140	0	1400
2026.03.31	20:00:00	67761.25	68142.60	67757.18	68073.98	1098	0	1400
2026.03.31	20:15:00	68070.78	68108.92	67868.44	67930.76	712	0	1400
2026.03.31	20:30:00	67927.80	68064.28	67871.82	67991.38	659	0	1400
2026.03.31	20:45:00	67991.77	68210.07	67950.28	68192.76	717	0	1400
2026.03.31	21:00:00	68184.86	68184.86	67883.66	67957.03	716	0	1400
2026.03.31	21:15:00	67956.70	68002.39	67821.86	67958.65	731	0	1400
2026.03.31	21:30:00	67971.87	68112.81	67959.28	68096.59	749	0	1400
2026.03.31	21:45:00	68100.88	68358.39	68085.37	68202.12	937	0	1400
2026.03.31	22:00:00	68202.07	68282.19	67984.39	68148.45	868	0	1400
2026.03.31	22:15:00	68145.47	68233.47	68028.61	68056.18	632	0	1400
2026.03.31	22:30:00	68054.47	68185.34	67889.15	68106.03	694	0	1400
2026.03.31	22:45:00	68106.73	68160.06	68035.44	68107.90	530	0	1400
2026.03.31	23:00:00	68112.95	68227.90	68025.93	68151.46	704	0	1400
2026.03.31	23:15:00	68154.29	68316.99	68108.95	68202.38	778	0	1400
2026.03.31	23:30:00	68201.28	68300.90	68176.10	68240.62	624	0	1400
2026.03.31	23:45:00	68238.80	68273.97	68142.18	68220.11	668	0	1400
2026.04.01	00:00:00	68209.61	68209.61	67951.91	67983.99	965	0	1400
2026.04.01	00:15:00	67986.17	68153.49	67836.68	67942.44	1031	0	1400
2026.04.01	00:30:00	67937.45	68006.69	67784.68	68003.95	802	0	1400
2026.04.01	00:45:00	67998.69	68284.20	67955.89	68261.24	1005	0	1400
2026.04.01	01:00:00	68262.90	68311.82	68083.03	68200.14	1073	0	1400
2026.04.01	01:15:00	68198.78	68198.78	67948.49	67982.52	728	0	1400
2026.04.01	01:30:00	67984.99	68037.68	67727.68	67888.58	1001	0	1400
2026.04.01	01:45:00	67888.33	67899.95	67688.62	67724.82	707	0	1400
2026.04.01	02:00:00	67724.70	67844.53	67634.86	67780.68	829	0	1400
2026.04.01	02:15:00	67780.47	67855.87	67528.95	67581.81	950	0	1400
2026.04.01	02:30:00	67579.52	67662.14	67504.39	67594.55	812	0	1400
2026.04.01	02:45:00	67594.82	67685.32	67530.18	67605.08	695	0	1400
2026.04.01	03:00:00	67600.27	68057.17	67600.27	67923.59	1025	0	1400
2026.04.01	03:15:00	67920.42	67977.57	67860.59	67915.12	593	0	1400
2026.04.01	03:30:00	67916.86	68025.33	67840.20	67996.83	613	0	1400
2026.04.01	03:45:00	67999.90	68180.85	67999.90	68112.25	783	0	1400
2026.04.01	04:00:00	68105.09	68202.88	67933.44	68004.44	748	0	1400
2026.04.01	04:15:00	68003.36	68162.74	67974.14	68093.95	735	0	1400
2026.04.01	04:30:00	68094.37	68227.88	68039.47	68157.36	596	0	1400
2026.04.01	04:45:00	68157.44	68433.73	68145.67	68253.52	747	0	1400
2026.04.01	05:00:00	68251.39	68391.47	68090.58	68343.37	615	0	1400
2026.04.01	05:15:00	68341.62	68719.82	68293.62	68524.77	1516	0	1400
2026.04.01	05:30:00	68529.72	68603.50	68413.24	68442.25	886	0	1400
2026.04.01	05:45:00	68442.00	68512.60	68378.92	68402.15	668	0	1400
2026.04.01	06:00:00	68395.46	68651.80	68392.08	68590.18	938	0	1400
2026.04.01	06:15:00	68584.41	68844.51	68548.75	68797.76	1148	0	1400
2026.04.01	06:30:00	68797.70	69208.77	68744.89	69162.37	1323	0	1400
2026.04.01	06:45:00	69164.16	69202.81	68978.71	69063.19	1023	0	1400
2026.04.01	07:00:00	69063.54	69290.57	69063.54	69144.22	1128	0	1400
2026.04.01	07:15:00	69143.33	69157.09	68827.08	68864.73	970	0	1400
2026.04.01	07:30:00	68866.48	68966.16	68813.29	68859.11	833	0	1400
2026.04.01	07:45:00	68865.68	68897.60	68629.82	68656.17	916	0	1400
2026.04.01	08:00:00	68642.02	68743.42	68473.94	68495.75	1066	0	1400
2026.04.01	08:15:00	68497.72	68715.90	68427.73	68707.17	875	0	1400
2026.04.01	08:30:00	68708.85	68824.48	68677.72	68739.23	753	0	1400
2026.04.01	08:45:00	68741.37	68763.52	68517.01	68628.55	850	0	1400
2026.04.01	09:00:00	68620.54	68704.96	68398.69	68468.61	906	0	1400
2026.04.01	09:15:00	68464.79	68535.32	68351.94	68524.27	723	0	1400
2026.04.01	09:30:00	68527.35	68592.57	68362.97	68451.36	670	0	1400
2026.04.01	09:45:00	68454.25	68676.76	68454.25	68618.97	670	0	1400
2026.04.01	10:00:00	68619.05	68640.56	68473.14	68480.26	622	0	1400
2026.04.01	10:15:00	68484.28	68610.82	68446.34	68503.44	651	0	1400
2026.04.01	10:30:00	68503.36	68558.15	68367.99	68470.83	632	0	1400
2026.04.01	10:45:00	68478.55	68605.66	68404.23	68550.17	742	0	1400
2026.04.01	11:00:00	68552.17	68647.58	68475.63	68593.43	650	0	1400
2026.04.01	11:15:00	68592.14	68631.35	68474.20	68532.77	620	0	1400
2026.04.01	11:30:00	68539.74	68607.95	68505.88	68578.24	619	0	1400
2026.04.01	11:45:00	68578.40	68719.24	68563.99	68686.78	603	0	1400
2026.04.01	12:00:00	68684.34	68706.00	68427.34	68551.41	753	0	1400
2026.04.01	12:15:00	68554.01	68650.60	68479.11	68492.68	613	0	1400
2026.04.01	12:30:00	68499.37	68741.29	68216.63	68654.70	1287	0	1400
2026.04.01	12:45:00	68648.74	68768.88	68315.31	68370.62	1997	0	1400
2026.04.01	13:00:00	68370.29	68416.74	68121.51	68406.75	1325	0	1400
2026.04.01	13:15:00	68405.00	68575.77	68387.72	68534.27	874	0	1400
2026.04.01	13:30:00	68538.33	68657.80	67889.14	68079.96	2588	0	1400
2026.04.01	13:45:00	68076.08	68263.49	67904.47	68093.80	2245	0	1400
